328.0	311.0
324.0	313.0
323.0	314.0
322.0	310.0
322.0	305.0
322.0	304.0
322.0	309.0
326.0	317.0
325.0	318.0
325.0	314.0
322.0	306.0
325.0	308.0
325.0	312.0
324.0	314.0
325.0	318.0
325.0	314.0
325.0	309.0
326.0	308.0
326.0	313.0
327.0	318.0
327.0	320.0
327.0	316.0
327.0	311.0
328.0	311.0
328.0	316.0
329.0	320.0
329.0	322.0
329.0	319.0
330.0	316.0
330.0	319.0
331.0	326.0
332.0	334.0
332.0	336.0
332.0	334.0
333.0	329.0
333.0	327.0
334.0	330.0
334.0	335.0
335.0	336.0
335.0	331.0
336.0	327.0
336.0	328.0
336.0	333.0
337.0	338.0
337.0	336.0
338.0	329.0
337.0	321.0
338.0	320.0
339.0	323.0
338.0	327.0
339.0	328.0
339.0	323.0
339.0	316.0
339.0	313.0
339.0	316.0
340.0	320.0
339.0	322.0
339.0	318.0
339.0	313.0
339.0	311.0
339.0	316.0
339.0	321.0
339.0	324.0
339.0	321.0
339.0	313.0
338.0	304.0
339.0	293.0
338.0	277.0
338.0	262.0
338.0	255.0
338.0	264.0
337.0	294.0
333.0	341.0
333.0	416.0
332.0	508.0
331.0	582.0
331.0	606.0
330.0	589.0
330.0	565.0
329.0	537.0
329.0	493.0
329.0	438.0
329.0	389.0
329.0	356.0
329.0	326.0
329.0	296.0
329.0	273.0
328.0	258.0
328.0	252.0
328.0	260.0
328.0	276.0
328.0	291.0
328.0	300.0
328.0	304.0
328.0	303.0
328.0	303.0
327.0	306.0
327.0	311.0
327.0	313.0
327.0	311.0
327.0	306.0
327.0	305.0
327.0	310.0
327.0	316.0
327.0	318.0
327.0	314.0
327.0	309.0
327.0	307.0
327.0	311.0
327.0	318.0
327.0	321.0
328.0	319.0
327.0	314.0
327.0	312.0
328.0	316.0
327.0	323.0
328.0	325.0
328.0	323.0
328.0	318.0
328.0	317.0
328.0	321.0
328.0	326.0
328.0	328.0
328.0	325.0
328.0	320.0
328.0	319.0
328.0	323.0
328.0	330.0
328.0	333.0
328.0	331.0
328.0	327.0
328.0	326.0
328.0	332.0
329.0	340.0
328.0	345.0
329.0	345.0
329.0	342.0
329.0	343.0
330.0	351.0
330.0	360.0
331.0	366.0
330.0	366.0
331.0	364.0
332.0	364.0
332.0	370.0
333.0	378.0
334.0	382.0
335.0	380.0
336.0	374.0
337.0	371.0
337.0	372.0
339.0	374.0
340.0	371.0
341.0	363.0
343.0	352.0
344.0	344.0
345.0	342.0
347.0	342.0
348.0	340.0
349.0	333.0
351.0	324.0
352.0	318.0
353.0	319.0
354.0	322.0
355.0	322.0
356.0	319.0
357.0	313.0
357.0	310.0
358.0	312.0
358.0	317.0
358.0	319.0
358.0	316.0
359.0	311.0
359.0	308.0
358.0	312.0
358.0	316.0
357.0	318.0
357.0	316.0
356.0	310.0
356.0	308.0
355.0	312.0
354.0	318.0
353.0	321.0
352.0	319.0
351.0	314.0
350.0	311.0
349.0	315.0
347.0	321.0
346.0	324.0
345.0	321.0
344.0	316.0
342.0	313.0
341.0	317.0
340.0	323.0
339.0	326.0
338.0	324.0
337.0	319.0
335.0	316.0
335.0	319.0
333.0	324.0
333.0	328.0
332.0	326.0
331.0	321.0
330.0	318.0
329.0	320.0
328.0	326.0
328.0	329.0
327.0	326.0
327.0	320.0
326.0	317.0
325.0	320.0
325.0	325.0
324.0	329.0
324.0	327.0
324.0	322.0
323.0	319.0
323.0	322.0
323.0	327.0
323.0	331.0
323.0	330.0
323.0	324.0
323.0	320.0
323.0	322.0
323.0	327.0
323.0	330.0
323.0	328.0
323.0	324.0
324.0	320.0
323.0	322.0
324.0	326.0
324.0	330.0
324.0	329.0
325.0	325.0
324.0	322.0
325.0	324.0
326.0	328.0
326.0	331.0
326.0	330.0
327.0	325.0
327.0	322.0
328.0	326.0
328.0	332.0
329.0	337.0
329.0	337.0
330.0	333.0
330.0	332.0
331.0	337.0
331.0	344.0
332.0	346.0
332.0	342.0
332.0	335.0
333.0	332.0
333.0	335.0
334.0	341.0
334.0	346.0
334.0	345.0
335.0	340.0
335.0	337.0
335.0	337.0
336.0	340.0
336.0	342.0
336.0	339.0
336.0	331.0
337.0	326.0
336.0	327.0
336.0	333.0
337.0	336.0
337.0	333.0
337.0	326.0
336.0	321.0
337.0	322.0
336.0	327.0
336.0	330.0
336.0	328.0
336.0	324.0
335.0	321.0
335.0	324.0
335.0	329.0
335.0	330.0
335.0	320.0
334.0	299.0
334.0	273.0
334.0	259.0
334.0	263.0
333.0	283.0
333.0	316.0
333.0	361.0
332.0	431.0
332.0	523.0
331.0	599.0
331.0	625.0
330.0	607.0
330.0	575.0
329.0	534.0
329.0	486.0
329.0	438.0
329.0	399.0
329.0	367.0
329.0	329.0
329.0	291.0
329.0	271.0
328.0	265.0
328.0	269.0
328.0	278.0
328.0	285.0
328.0	290.0
328.0	299.0
328.0	311.0
328.0	320.0
328.0	320.0
328.0	314.0
328.0	310.0
328.0	311.0
328.0	318.0
328.0	322.0
328.0	322.0
327.0	317.0
328.0	313.0
328.0	314.0
328.0	319.0
328.0	324.0
328.0	324.0
328.0	320.0
328.0	317.0
328.0	319.0
328.0	323.0
328.0	327.0
328.0	326.0
328.0	322.0
328.0	319.0
329.0	321.0
329.0	327.0
329.0	332.0
328.0	332.0
329.0	327.0
329.0	324.0
329.0	325.0
329.0	331.0
329.0	335.0
329.0	335.0
329.0	331.0
329.0	328.0
329.0	329.0
329.0	335.0
329.0	342.0
329.0	342.0
329.0	339.0
329.0	337.0
329.0	340.0
330.0	349.0
329.0	357.0
330.0	360.0
330.0	358.0
330.0	357.0
331.0	362.0
331.0	371.0
332.0	379.0
333.0	381.0
333.0	379.0
334.0	377.0
335.0	379.0
336.0	383.0
336.0	387.0
338.0	385.0
339.0	378.0
340.0	369.0
342.0	366.0
343.0	366.0
344.0	365.0
346.0	358.0
347.0	348.0
349.0	337.0
350.0	332.0
352.0	333.0
353.0	333.0
354.0	330.0
356.0	322.0
357.0	314.0
358.0	312.0
358.0	316.0
359.0	319.0
360.0	318.0
360.0	313.0
361.0	307.0
361.0	307.0
361.0	312.0
361.0	316.0
361.0	316.0
361.0	311.0
361.0	306.0
361.0	307.0
360.0	312.0
360.0	316.0
359.0	316.0
358.0	311.0
357.0	307.0
356.0	308.0
355.0	313.0
354.0	318.0
353.0	319.0
352.0	314.0
350.0	310.0
349.0	311.0
348.0	315.0
347.0	320.0
345.0	320.0
344.0	317.0
342.0	312.0
341.0	313.0
339.0	318.0
338.0	322.0
337.0	321.0
336.0	317.0
335.0	312.0
333.0	313.0
333.0	318.0
332.0	323.0
331.0	323.0
330.0	319.0
329.0	315.0
328.0	315.0
327.0	319.0
327.0	324.0
326.0	324.0
325.0	319.0
325.0	315.0
324.0	315.0
324.0	319.0
323.0	323.0
323.0	323.0
323.0	319.0
323.0	314.0
323.0	314.0
323.0	318.0
322.0	322.0
322.0	322.0
322.0	318.0
322.0	313.0
322.0	313.0
323.0	318.0
322.0	323.0
323.0	323.0
323.0	318.0
324.0	313.0
324.0	313.0
324.0	317.0
324.0	322.0
325.0	323.0
325.0	319.0
326.0	315.0
326.0	315.0
327.0	319.0
327.0	323.0
328.0	324.0
328.0	320.0
329.0	316.0
329.0	316.0
330.0	321.0
330.0	325.0
331.0	326.0
336.0	327.0
332.0	321.0
333.0	323.0
333.0	329.0
334.0	336.0
335.0	339.0
336.0	335.0
338.0	331.0
340.0	329.0
340.0	331.0
337.0	334.0
339.0	336.0
338.0	335.0
337.0	333.0
337.0	331.0
338.0	337.0
338.0	341.0
338.0	337.0
338.0	330.0
338.0	323.0
338.0	320.0
338.0	323.0
338.0	327.0
338.0	328.0
338.0	324.0
338.0	317.0
337.0	315.0
337.0	317.0
337.0	321.0
337.0	321.0
336.0	317.0
336.0	312.0
336.0	312.0
335.0	316.0
335.0	321.0
335.0	323.0
334.0	319.0
334.0	310.0
334.0	299.0
333.0	284.0
333.0	267.0
333.0	256.0
332.0	255.0
332.0	271.0
331.0	309.0
331.0	369.0
331.0	454.0
330.0	546.0
329.0	602.0
329.0	605.0
328.0	581.0
328.0	557.0
328.0	524.0
328.0	475.0
328.0	418.0
328.0	373.0
328.0	341.0
328.0	311.0
327.0	283.0
327.0	265.0
327.0	254.0
327.0	252.0
327.0	263.0
327.0	278.0
327.0	291.0
327.0	299.0
327.0	302.0
327.0	301.0
327.0	300.0
327.0	303.0
327.0	306.0
327.0	308.0
327.0	305.0
328.0	302.0
327.0	302.0
328.0	307.0
328.0	313.0
328.0	314.0
328.0	311.0
328.0	306.0
328.0	306.0
328.0	310.0
328.0	316.0
328.0	319.0
328.0	315.0
328.0	310.0
329.0	308.0
329.0	312.0
329.0	318.0
329.0	320.0
329.0	318.0
329.0	313.0
329.0	312.0
329.0	317.0
329.0	321.0
329.0	322.0
329.0	320.0
329.0	316.0
329.0	315.0
329.0	320.0
329.0	326.0
329.0	328.0
329.0	326.0
330.0	322.0
330.0	322.0
330.0	327.0
329.0	334.0
330.0	338.0
330.0	339.0
331.0	338.0
330.0	339.0
330.0	347.0
331.0	355.0
331.0	359.0
332.0	359.0
333.0	358.0
333.0	359.0
334.0	365.0
335.0	372.0
335.0	376.0
336.0	374.0
337.0	369.0
339.0	365.0
340.0	365.0
341.0	366.0
343.0	363.0
344.0	353.0
346.0	342.0
348.0	334.0
349.0	332.0
351.0	332.0
352.0	329.0
354.0	322.0
355.0	312.0
357.0	307.0
358.0	308.0
359.0	311.0
360.0	310.0
361.0	305.0
362.0	299.0
363.0	296.0
364.0	298.0
364.0	303.0
364.0	305.0
365.0	302.0
365.0	296.0
365.0	294.0
364.0	297.0
364.0	302.0
363.0	304.0
363.0	302.0
362.0	297.0
361.0	295.0
360.0	299.0
359.0	304.0
358.0	306.0
357.0	303.0
355.0	298.0
354.0	297.0
353.0	301.0
351.0	306.0
350.0	308.0
348.0	305.0
347.0	300.0
346.0	298.0
344.0	302.0
342.0	307.0
341.0	310.0
340.0	308.0
338.0	302.0
337.0	300.0
336.0	303.0
334.0	309.0
333.0	311.0
331.0	308.0
330.0	303.0
330.0	301.0
329.0	304.0
328.0	308.0
327.0	311.0
326.0	308.0
326.0	303.0
325.0	301.0
324.0	303.0
323.0	308.0
323.0	310.0
322.0	308.0
322.0	302.0
322.0	300.0
321.0	303.0
321.0	308.0
321.0	310.0
321.0	308.0
320.0	302.0
321.0	300.0
321.0	304.0
321.0	309.0
321.0	312.0
321.0	308.0
321.0	302.0
321.0	299.0
322.0	302.0
322.0	306.0
323.0	309.0
323.0	307.0
323.0	303.0
324.0	301.0
324.0	304.0
325.0	309.0
325.0	312.0
326.0	310.0
326.0	305.0
327.0	302.0
328.0	305.0
328.0	310.0
329.0	313.0
330.0	311.0
330.0	306.0
331.0	304.0
331.0	306.0
332.0	312.0
333.0	316.0
337.0	320.0
338.0	316.0
339.0	315.0
339.0	320.0
340.0	327.0
340.0	330.0
338.0	325.0
341.0	319.0
341.0	315.0
342.0	317.0
342.0	323.0
342.0	329.0
342.0	330.0
343.0	326.0
343.0	323.0
